PROBLEM,ARGS,SOLVER,iter,TIME,BEST_COST,BEST_PATH
ulises.npy,"Namespace(file='ulises.npy', numPop=60, mutRate=0.5, xRate=0.5, numElite=20, numKeep=50, itMax=1000, numCerc=4)",BINARY_SUBOPTIMAL,501,3.547902822494507,6296.0,"[1, 4, 2, 3, 8, 13, 14, 15, 7, 12, 10, 6, 5, 9, 11, 16]"
tsp.md.npy,"Namespace(file='tsp.md.npy', numPop=60, mutRate=0.5, xRate=0.5, numElite=20, numKeep=50, itMax=2000, numCerc=4)",BINARY_SUBOPTIMAL,501,227.2951385974884,15850.340000000002,"[1, 70, 58, 82, 33, 31, 28, 40, 39, 93, 29, 57, 83, 54, 71, 74, 41, 80, 49, 15, 21, 64, 59, 14, 67, 17, 84, 76, 94, 35, 10, 85, 34, 18, 63, 30, 42, 5, 60, 81, 16, 2, 73, 53, 87, 27, 23, 52, 66, 92, 99, 46, 25, 36, 90, 86, 11, 75, 20, 7, 24, 69, 32, 77, 95, 6, 48, 56, 91, 50, 65, 26, 51, 44, 72, 88, 97, 12, 19, 100, 79, 98, 4, 55, 38, 61, 8, 47, 3, 96, 68, 13, 78, 45, 22, 89, 62, 9, 43, 37]"
